cast,crew,date,link,playwright,playwright_formatted,playwright_formatted_long,poster_thumb_tag,run,season,title,type,venue,year_title
Jazmine Greenaway/William Tillett/Ellie Roberts/Megan Openshaw/Hannah Yates/Ellen Dennis/,Emma Fearon/Emily Wong/Becca Potts/Hannah Burne/James Barlow/Beth Carter/Zoe Robinson/Emma Fearon/Grace Fearon/Zoe Robinson/Isabelle Cadwallader/Danielle Mason/Rosanna Bell/Jade Braham/Alex Sterling/Esther Butterworth/Tom Proffitt/Nathan Penney/Rohanna Brown/Maddy Strauss/Zoe Smith/,2017-11-15,/years/17_18/medea/,Euripides,by Euripides,by Euripides; Translated by Robin Robertson,<a href='/years/17_18/medea/'><img src='https://photos.smugmug.com/photos/i-kGvDRNh/0/7024d821/128x162/i-kGvDRNh-128x162.jpg' class='search-result-poster-thumb' alt='Medea poster' /></a>,15-19 November 2017,In House,Medea,show,New Theatre,2017-18
James Curling/Chris Sharp-Paul/Ted Marriott/Andrew Houghton/Zack Collins/Dom Bitten/Sam Morris/Rohan Rakhit/Michaela Green/Gigi George/Rachael Baines/Holly Shaw/Zach Jones/Ronan Sullivan/,George Waring/Kate O'Gorman/Beth Mullen/Jess Donn/Ben Woodford/Felicity Chilver/Sam Osborne/Aitor Tejo/Gemma Walton/Shahbhan Ramzan/Miguel Barrulas/Jakub Kolek/Jack Ellis/Nathan Penney/Zoe Smith/Rohanna Brown/Maddy Strauss/Adam Frankland/Miguel Barrulas/Charlotte Sanders/Lara Cowler/Tom Proffitt/Rohanna Brown/Darcey Graham/Esther Butterworth/Jack Ellis/Kate Maguire/Ed Eggleton/Zoe Smith/Steven Holkesvik/Ian Sheard/Joe Strickland/Nat Henderson/Harry Pavlou/Arthur Mckechnie/Louis Djalili/Sasha Gibson/Boo Jackson/Martin Lee/Rachael Johnson/,2017-12-12,/years/17_18/one_man_two_guvnors/,Richard Bean,by Richard Bean,by Richard Bean,<a href='/years/17_18/one_man_two_guvnors/'><img src='https://photos.smugmug.com/photos/i-6dc7Psv/0/4fbe9db7/128x162/i-6dc7Psv-128x162.jpg' class='search-result-poster-thumb' alt='One Man/Two Guvnors poster' /></a>,12-15 December 2017,In House,One Man/Two Guvnors,show,New Theatre,2017-18
Sasha Gibson/Anna Scholes/,Charlotte Sanders/Harry Pavlou/Tara Phillips/Hannah Burne/Jakub Kolek/Darcey Graham/Tom Proffitt/Harry Pavlou/Emily Dimino/Louis Djalili/Beth Wilson/Zoe Smith/Ben Woodford/Rohanna Brown/Max Miller/Callum Walker/,2017-11-01,/years/17_18/over_there/,Mark Ravenhill,by Mark Ravenhill,by Mark Ravenhill,<a href='/years/17_18/over_there/'><img src='https://photos.smugmug.com/photos/i-V7rVr39/0/f3c152b7/128x162/i-V7rVr39-128x162.jpg' class='search-result-poster-thumb' alt='Over There poster' /></a>,1-4 November 2017,In House,Over There,show,New Theatre,2017-18
Jack Lahiff/Beth Carter/Morven Cameron/Katie Fortune/Rohan Rakhit/Sandra Jareno Ripoll/,Nat Henderson/Joe Strickland/Tom Lantink/Ben Woodford/Georgi Paxton/Joe Strickland/Tom Proffitt/Dom Bitten/,2017-11-20,/years/17_18/paper_cranes/,Nat Henderson,by Nat Henderson,by Nat Henderson,<a href='/years/17_18/paper_cranes/'><img src='https://photos.smugmug.com/photos/i-4xS3zWT/0/09eb9245/128x162/i-4xS3zWT-128x162.jpg' class='search-result-poster-thumb' alt='Paper Cranes poster' /></a>,20-21 November 2017,Fringe,Paper Cranes,show,New Theatre Studio A,2017-18
Boo Jackson/Louis Djalili/Beth Angella/Sally Johnston/,Sam Morris/Emily Sterling/Adam Frankland/Jess Donn/Adam Frankland/Stuart Ellis/Sam Morris/Boo Jackson/Harry Fleet/Toby Irwin/,2017-12-03,/years/17_18/replay/,Nicola Wren,by Nicola Wren,by Nicola Wren,<a href='/years/17_18/replay/'><img src='https://photos.smugmug.com/photos/i-WQsFJtJ/0/09a70bc6/128x162/i-WQsFJtJ-128x162.jpg' class='search-result-poster-thumb' alt='Replay poster' /></a>,3-4 December 2017,Fringe,Replay,show,New Theatre Studio A,2017-18
Lucy Chandler/Emily Wightman/Charlotte Sanders/,Ted Marriott/Rosa Morgan/Laura Wolczyk/Ian Webster/Adam Frankland/Esther Butterworth/Olivia Morel/Sam Morris/Beth Wilson/Louis Djalili/Ben Woodford/Nathan Penney/Zoe Smith/Miguel Barrulas/Andrew Houghton/Sandra Jareno Ripoll/Jase Neal/David Levey/,2018-02-28,/years/17_18/swallow/,Stef Smith,by Stef Smith,by Stef Smith,<a href='/years/17_18/swallow/'><img src='https://photos.smugmug.com/photos/i-X9rgrmM/0/a11cc9cf/128x162/i-X9rgrmM-128x162.png' class='search-result-poster-thumb' alt='Swallow poster' /></a>,28 February-3 March 2018,In House,Swallow,show,New Theatre,2017-18
Jayne Etherington/Charlie Basley/Lillian Race/Owen Davies/,Emma Summerton/Maggie Dorling/Dave Porter/Ian Webster/Will Peters/Sandra Jareno Ripoll/Jess Donn/Annabel Freer/Annie Clayton/Harry Fleet/,2017-11-13,/years/17_18/the_devil_you_know/,Emma Summerton,by Emma Summerton,by Emma Summerton,<a href='/years/17_18/the_devil_you_know/'><img src='https://photos.smugmug.com/photos/i-rQXhzdj/0/e3748313/128x162/i-rQXhzdj-128x162.png' class='search-result-poster-thumb' alt='The Devil You Know poster' /></a>,13-14 November 2017,Fringe,The Devil You Know,show,New Theatre Studio A,2017-18
Luke Slater/Lois Baglin/Kate Maguire/Louis Djalili/,Felicity Chilver/Rosie Hudson/Ben Woodford/Ed Eggleton/Sam Osborne/Joe Strickland/Andrew Houghton/Georgi Paxton/Tom Proffitt/Sam Osborne/Rohanna Brown/Darcey Graham/Zoe Smith/Adam Frankland/Jakub Kolek/Nathan Penney/Hannah Burne/Sam Morris/Amy Crighton/,2017-11-8,/years/17_18/the_effect/,Lucy Prebble,by Lucy Prebble,by Lucy Prebble,<a href='/years/17_18/the_effect/'><img src='https://photos.smugmug.com/photos/i-TbzWqqx/0/4010a79f/128x162/i-TbzWqqx-128x162.jpg' class='search-result-poster-thumb' alt='The Effect poster' /></a>,8-11 November 2017,In House,The Effect,show,New Theatre,2017-18
Will Willmane/Ola Czerwiakowska/Laura De Simoni/Fabio Gentile/Sharmilla Sunsurooah/Julie Liao/Julie Daujat/Lola Vazquez Peraita/Carmine Napoli/Judy Zhao/Adele Nasti/Carla Martin Clave/Cate Zerega/Pete Iwanciw/Pietro Luizzo Scorpo/Ulli Kuchner/Esther Camacho Cerezo/Mariele Valci/Andrés Vallellano/,Julie Daujat/Chris Ward/Sam Osborne/Beatrice Wallbank/Felipe Maykot/Eugenio Del Nobile/Sam Cooper/,2018-01-24,/years/17_18/this_changes_everything/,Joel Horwood,by Joel Horwood,by Joel Horwood,<a href='/years/17_18/this_changes_everything/'><img src='https://photos.smugmug.com/photos/i-3fBhJBJ/0/55747343/128x162/i-3fBhJBJ-128x162.jpg' class='search-result-poster-thumb' alt='This Changes Everything poster' /></a>,24-27 January 2018,Postgrads,This Changes Everything,show,New Theatre,2017-18
Miguel Barrulas/Georgie Brand/Grace Williams/Emma Pallett/Cameron Brett/Emma Summerton/Jamie Watt/,Ben Standish/Dilly Hoyt/Zoe Smith/James Fox/Sam Osborne/Rory Brown/Lewis Scott/Laura Wolczyk/Felicity Chilver/Rohanna Brown/Hannah Burne/Sam Osborne/Rohanna Brown/Will Berrington/Tom Proffitt/Ben Woodford/Sandra Jareno Ripoll/Sasha Gibson/Jack Ellis/,2017-12-6,/years/17_18/timon_titus/,Collectif OS'O,by Collectif OS'O,by Collectif OS'O; Translated by Ben Standish,<a href='/years/17_18/timon_titus/'><img src='https://photos.smugmug.com/photos/i-NwRXkWW/0/55e68680/128x162/i-NwRXkWW-128x162.jpg' class='search-result-poster-thumb' alt='Timon/Titus by William Shakespeare poster' /></a>,6-9 December 2017,In House,Timon/Titus by William Shakespeare,show,New Theatre,2017-18
Gemma Walton/Danni Cooper/Florian Grote/Matt Marceau/Matthew Thomas/Nadia Elafi/Sarah Ward/Molly Johnstone/Ewa Rubaszewska/Ronan Sullivan/Daniel Morris/Yasmine Dankwah/Marsya Hazanan/,Jamie Drew/Isaac Weinstock/Yasmine Dankwah/Marsya Hazanan/Angharad Davies/Laura Wolczyk/Jess Donn/Sam Osborne/Sam Osborne/Laura Wolczyk/Emily Wong/Zehra Torun/Beth Mullen/,2018-02-05,/years/17_18/wishful_thinking/,null,Devised by Crew,Devised by Crew,<a href='/years/17_18/wishful_thinking/'><img src='https://photos.smugmug.com/photos/i-Ddfnwqv/0/7695b548/128x162/i-Ddfnwqv-128x162.jpg' class='search-result-poster-thumb' alt='Wishful Thinking poster' /></a>,5-7 February 2018,External,Wishful Thinking,show,New Theatre,2017-18
Chris Trueman/Emma White/Callum Walker/Felicity Chilver/Andrew Houghton/Miguel Barrulas/,Chris Trueman/Amy Crighton/Adam Frankland/Ian Sheard/,2017-09-25,/years/17_18/wrecked_lakeside/,null,Devised,Devised,<a href='/years/17_18/wrecked_lakeside/'><img src='https://photos.smugmug.com/photos/i-WbM3BD4/0/ce856fb5/128x162/i-WbM3BD4-128x162.png' class='search-result-poster-thumb' alt='Wrecked poster' /></a>,25-26 September 2017,Lakeside,Wrecked,show,Djanogly Theatre,2017-18
John Izbicki/,Gamini Salgado/,NA,/years/50_51/dr_faustus/,Christopher Marlowe,by Christopher Marlowe,by Christopher Marlowe,NA,1950-51 (Dates Unknown),In House,Dr Faustus,show,Trent/Great Hall,1950-51
John Izbicki/,Gamini Salgado/,NA,/years/50_51/no_more_peace/,Ernst Toller,by Ernst Toller,by Ernst Toller,NA,1950-51 (Dates Unknown),In House,No More Peace,show,Trent/Great Hall,1950-51
NA,Gamini Salgado/,1952-02-27,/years/51_52/each_in_his_own_way/,null,Playwright Unknown,Playwright Unknown; Translated by Harry McWilliam,NA,27-27 February 1952,In House,Each In His Own Way,show,Trent/Great Hall,1951-52
John Izbicki/,Rosemary England/,NA,/years/51_52/richard_iii/,William Shakespeare,by William Shakespeare,by William Shakespeare,NA,1951-52 (Dates Unknown),In House,Richard III,show,Trent/Great Hall,1951-52
NA,NA,1951-11-21,/years/51_52/the_changeling/,Thomas Middleton and William Rowley,by Thomas Middleton and William Rowley,by Thomas Middleton and William Rowley,NA,21-24 November 1951,In House,The Changeling,show,Trent/Great Hall,1951-52
John Izbicki/,Rosemary England/,NA,/years/51_52/volpone/,Ben Jonson,by Ben Jonson,by Ben Jonson,NA,1951-52 (Dates Unknown),In House,Volpone,show,Trent/Great Hall,1951-52
John Izbicki/,John Izbicki/,NA,/years/52_53/erdgeist/,Wedekind,by Wedekind,by Wedekind; Translated by John Izbicki,NA,1952-53 (Dates Unknown),In House,Erdgeist,show,Trent/Great Hall,1952-53
NA,NA,NA,/years/53_54/earth_spirit/,Frank Wedekind,by Frank Wedekind,by Frank Wedekind,NA,1953-54 (Dates Unknown),In House,Earth Spirit,show,null,1953-54
NA,NA,NA,/years/54_55/the_cherry_orchard/,Anton Chekhov,by Anton Chekhov,by Anton Chekhov,NA,1954-55 (Dates Unknown),In House,The Cherry Orchard,show,null,1954-55
NA,NA,NA,/years/54_55/the_philadelphia_story/,Philip Barry,by Philip Barry,by Philip Barry,NA,1954-55 (Dates Unknown),In House,The Philadelphia Story,show,null,1954-55
NA,NA,NA,/years/55_56/huis_clos/,Jean-Paul Sartre,by Jean-Paul Sartre,by Jean-Paul Sartre,NA,1955-56 (Dates Unknown),In House,Huis Clos,show,null,1955-56
NA,NA,NA,/years/55_56/june_and_the_paycock/,Sean O'Casey,by Sean O'Casey,by Sean O'Casey,NA,1955-56 (Dates Unknown),In House,June and the Paycock,show,null,1955-56
NA,NA,NA,/years/55_56/the_alchemist/,Ben Johnson,by Ben Johnson,by Ben Johnson,NA,1955-56 (Dates Unknown),In House,The Alchemist,show,null,1955-56
NA,NA,NA,/years/55_56/the_end_of_the_beginning/,Sean O'Casey,by Sean O'Casey,by Sean O'Casey,NA,1955-56 (Dates Unknown),In House,The End of the Beginning,show,null,1955-56
NA,NA,NA,/years/55_56/the_proposal/,Anton Chekhov,by Anton Chekhov,by Anton Chekhov,NA,1955-56 (Dates Unknown),In House,The Proposal,show,null,1955-56
NA,NA,NA,/years/56_57/measure_for_measure/,William Shakespeare,by William Shakespeare,by William Shakespeare,NA,1956-57 (Dates Unknown),In House,Measure for Measure,show,null,1956-57
NA,NA,NA,/years/56_57/twelfth_night/,William Shakespeare,by William Shakespeare,by William Shakespeare,NA,1956-57 (Dates Unknown),In House,Twelfth Night,show,null,1956-57
NA,NA,NA,/years/57_58/the_bald_prima_donna/,Eugène Ionesco,by Eugène Ionesco,by Eugène Ionesco,NA,1957-58 (Dates Unknown),In House,The Bald Prima Donna,show,null,1957-58
NA,NA,NA,/years/57_58/tis_pity_shes_a_whore/,John Ford,by John Ford,by John Ford,NA,1957-58 (Dates Unknown),In House,'Tis Pity She's A Whore,show,null,1957-58
Val Deans/,NA,NA,/years/58_59/antigone/,Sophocles,by Sophocles,by Sophocles,NA,1958-59 (Dates Unknown),In House,Antigone,show,null,1958-59
NA,NA,NA,/years/58_59/death_of_a_salesman/,Arthur Miller,by Arthur Miller,by Arthur Miller,NA,1958-59 (Dates Unknown),In House,Death of a Salesman,show,null,1958-59
Val Deans/,NA,NA,/years/58_59/teahouse-august-moon/,John Patrick,by John Patrick,by John Patrick,NA,1958-59 (Dates Unknown),In House,Teahouse of the August Moon,show,null,1958-59
Val Deans/,NA,NA,/years/59_60/taming_of_the_shrew/,William Shakespeare,by William Shakespeare,by William Shakespeare,NA,1959-60 (Dates Unknown),In House,Taming of the Shrew,show,null,1959-60
Val Deans/,NA,NA,/years/59_60/the_crucible/,Arthur Miller,by Arthur Miller,by Arthur Miller,NA,1959-60 (Dates Unknown),In House,The Crucible,show,null,1959-60
NA,NA,NA,/years/61_62/edward_ii/,Christopher Marlowe,by Christopher Marlowe,by Christopher Marlowe,NA,1961-62 (Dates Unknown),In House,Edward II,show,null,1961-62
NA,NA,1962-07-14,/years/61_62/st_joan/,George Bernard Shaw,by George Bernard Shaw,by George Bernard Shaw,NA,14 July 1962,In House,St Joan,show,Minack Theatre/Cornwall,1961-62
NA,NA,NA,/years/63_64/chips_with_everything/,Arnold Wesker,by Arnold Wesker,by Arnold Wesker,NA,1963-64 (Dates Unknown),In House,Chips with Everything,show,Cripps Hall,1963-64
NA,NA,1964-07-13,/years/63_64/king_lear/,William Shakespeare,by William Shakespeare,by William Shakespeare,NA,13 July 1964,In House,King Lear,show,Minack Theatre/Cornwall,1963-64
NA,NA,1964-03-03,/years/63_64/lunch_hour/,John Mortimer,by John Mortimer,by John Mortimer,NA,3 March 1964,In House,Lunch Hour,show,null,1963-64
NA,NA,NA,/years/63_64/the_country_wife/,William Wycherley,by William Wycherley,by William Wycherley,NA,1963-64 (Dates Unknown),In House,The Country Wife,show,Trent/Great Hall,1963-64
NA,NA,1964-02-27,/years/63_64/the_dumb_waiter/,Harold Pinter,by Harold Pinter,by Harold Pinter,NA,27-29 February 1964,In House,The Dumb Waiter and The Collection,show,Trent/Great Hall,1963-64
NA,NA,NA,/years/64_65/all_in_a_polly/,null,Playwright Unknown,Playwright Unknown,NA,1964-65 (Dates Unknown),In House,All in a Polly Ethylene Bag,show,null,1964-65
NA,NA,NA,/years/64_65/king_lear/,William Shakespeare,by William Shakespeare,by William Shakespeare,NA,1964-65 (Dates Unknown),In House,King Lear,show,Trent/Great Hall,1964-65
NA,NA,1965-02-25,/years/64_65/next_time/,James Saunders,by James Saunders,by James Saunders,NA,25-27 February 1965,In House,Next Time I'll Sing To You,show,Cripps Hall Library,1964-65
NA,NA,NA,/years/64_65/the_visit/,Friedrich Dürrenmatt,by Friedrich Dürrenmatt,by Friedrich Dürrenmatt,NA,1964-65 (Dates Unknown),In House,The Visit,show,null,1964-65
NA,NA,1965-11-24,/years/65_66/andorra/,Max Frisch,by Max Frisch,by Max Frisch,NA,24-27 November 1965,In House,Andorra,show,Trent/Great Hall,1965-66
Tom Daniel/Ken Turner/Graham Howells/Anthony Dawson/Seton McNeill/Dalton Diamond/Christopher Potts/R Cook/S Howard/S Hillaby/L Rowberry/J Wrigglesworth/,L Brown/Graham Howells/John Bennett/Alwyn Cooper/David Osborne/S Trussler/L Davies/J Powis/Technical Committee/Martin Davis/,1966-03-16,/years/65_66/love_rides_the_rails/,Morland Cary,by Morland Cary,by Morland Cary,NA,16-19 March 1966,In House,Love Rides the Rails,show,New Theatre,1965-66
Ned Oakley/Stuart Smith/Vanessa Martin/Liz Houlton/Angela Lewi/Adrienne Gerber/Peter Cox/Douglas Livingstone/Douglas Wilmer/Jeremy Longhurst/Graham Crowden/Graham Armitage/,Roger Lancaster/Jenny Lapage/,1966-07-04,/years/65_66/one_way_pendulum/,NF Simpson,by NF Simpson,by NF Simpson,NA,4-5 July 1966,In House,One Way Pendulum,show,New Theatre,1965-66
Dick Downing/,Roger Lancaster/,NA,/years/66_67/a_scent_of_flowers/,James Saunders,by James Saunders,by James Saunders,NA,1966-67 (Dates Unknown),In House,A Scent of Flowers,show,null,1966-67
Martin Lees/Roger Lancaster/Tim Daniels/Dick Downing/Jo Roselman/Fidel Backhouse/John Turner/,NA,1966-06-26,/years/66_67/count_ciano/,Kieth Miller,by Kieth Miller,by Kieth Miller,NA,26-29 June 1966,In House,Count Ciano and the Nazis,show,Trent/Great Hall,1966-67
John Turner/Dick Downing/John Holmes/Gordon Parsons/,Roger Lancaster/,NA,/years/66_67/macbeth/,William Shakespeare,by William Shakespeare,by William Shakespeare,NA,1966-67 (Dates Unknown),In House,Macbeth,show,null,1966-67
NA,NA,1970-01-14,/years/69_70/ghosts/,Henrik Ibsen,by Henrik Ibsen,by Henrik Ibsen,<a href='/years/69_70/ghosts/'><img src='https://photos.smugmug.com/photos/i-ZnHhKL6/0/4b8cbf63/128x162/i-ZnHhKL6-128x162.jpg' class='search-result-poster-thumb' alt='Ghosts poster' /></a>,14-17 January 1970,In House,Ghosts,show,New Theatre,1969-70
NA,NA,NA,/years/71_72/beneath_the_daschund/,null,Playwright Unknown,Playwright Unknown,NA,1971-72 (Dates Unknown),Edinburgh,Beneath the Daschund,show,unknown,1971-72
NA,NA,NA,/years/71_72/cal_a_pantomime_out_of_season/,Tom Seward,by Tom Seward,by Tom Seward,NA,1971-72 (Dates Unknown),Edinburgh,Cal - A Pantomime out of Season,show,unknown,1971-72
NA,Jamie Justham/,NA,/years/71_72/edward_ii/,Christopher Marlowe,by Christopher Marlowe,by Christopher Marlowe,NA,1971-72 (Dates Unknown),In House,Edward II,show,Trent/Great Hall,1971-72
NA,NA,NA,/years/71_72/festival_of_one_act_plays/,null,Playwright Unknown,Playwright Unknown,NA,1971-72 (Dates Unknown),In House,Festival of One Act Plays,show,null,1971-72
NA,NA,NA,/years/71_72/the_cocktail_party/,T.S.Eliot,by T.S.Eliot,by T.S.Eliot,NA,1971-72 (Dates Unknown),In House,The Cocktail Party,show,Trent Building,1971-72
NA,NA,NA,/years/71_72/the_dark_tower/,George S. Kaufman and Alexander Woollcott,by George S. Kaufman and Alexander Woollcott,by George S. Kaufman and Alexander Woollcott,NA,1971-72 (Dates Unknown),In House,The Dark Tower,show,Trent Building,1971-72
John Haseler/,NA,NA,/years/71_72/the_winters_tale/,William Shakespeare,by William Shakespeare,by William Shakespeare,NA,1971-72 (Dates Unknown),In House,The Winter's Tale,show,null,1971-72
Janis Bryan/,Rod Craig/,NA,/years/71_72/under_milk_wood/,Dylan Thomas,by Dylan Thomas,by Dylan Thomas,NA,1971-72 (Dates Unknown),In House,Under Milk Wood,show,null,1971-72
NA,NA,NA,/years/72_73/erpingham_camp/,Joe Orton,by Joe Orton,by Joe Orton,NA,1972-73 (Dates Unknown),In House,Erpingham Camp,show,New Theatre,1972-73
Janis Bryan/,NA,NA,/years/72_73/everyman/,Anon,by Anon,by Anon,NA,1972-73 (Dates Unknown),In House,Everyman,show,New Theatre,1972-73
NA,NA,NA,/years/72_73/festival_of_one_act_plays/,null,Playwright Unknown,Playwright Unknown,NA,1972-73 (Dates Unknown),In House,Festival of One Act Plays,show,New Theatre,1972-73
Mick Fuller/Mary Georgievsky/Alan Harris/Clive Tyldesley/Tim Sluckin/Desore Springett/,Mike Fuller/Jom Cowell/Nick Bradury/Tony Ireland/Sarah Hughes/,1973-08-18,/years/72_73/kettledrumming/,null,Playwright Unknown,Playwright Unknown,<a href='/years/72_73/kettledrumming/'><img src='https://photos.smugmug.com/photos/i-gjgbJCp/0/f89ecb06/128x162/i-gjgbJCp-128x162.jpg' class='search-result-poster-thumb' alt='Kettledrumming poster' /></a>,18 August-1 September 1973,Edinburgh,Kettledrumming,show,Herriot Watt Building,1972-73
Mike Pursell/Andrew Gould/Nick Pease/Ian Noble/John Ironmonger/Laurence George/Tim Sluckin/Stuart Pearson/John Haseler/Peter Rushton/Charles Barnecut/John Shaw/Ron Ringer/Sue Burgess/Frances Macdonald/Sue Compston/Faye Harding/Nettye Lamkay/,Tony Ireland/Julie Brown/Martin Hughes/Gerald Mullord/Bob Sharpe/Richard Atkinson/Alan Green/Judith Fabian/Anne Matthews/Cyndy Manton/Rosaleen Keane/Diane Holmes/Valerie Hurst/Gail-Nina Anderson/,NA,/years/72_73/measure_for_measure/,William Shakespeare,by William Shakespeare,by William Shakespeare,<a href='/years/72_73/measure_for_measure/'><img src='https://photos.smugmug.com/photos/i-VP35hcP/0/958fd4a0/128x162/i-VP35hcP-128x162.png' class='search-result-poster-thumb' alt='Measure for Measure poster' /></a>,1972-73 (Dates Unknown),In House,Measure for Measure,show,New Theatre,1972-73
NA,NA,NA,/years/72_73/messidor/,null,Playwright Unknown,Playwright Unknown,NA,1972-73 (Dates Unknown),In House,Messidor,show,New Theatre,1972-73
Janis Bryan/,NA,NA,/years/72_73/penthesilea/,Heinrich von Kleist,by Heinrich von Kleist,by Heinrich von Kleist,NA,1972-73 (Dates Unknown),In House,Penthesilea,show,New Theatre,1972-73
Lynn Myers/,NA,NA,/years/72_73/rites/,Maureen Duffy,by Maureen Duffy,by Maureen Duffy,NA,1972-73 (Dates Unknown),In House,Rites,show,null,1972-73
NA,NA,NA,/years/72_73/ruffian_on_the_stair/,Joe Orton,by Joe Orton,by Joe Orton,NA,1972-73 (Dates Unknown),In House,Ruffian on the Stair,show,New Theatre,1972-73
Janis Bryan/,NA,1973-02-19,/years/72_73/slag/,David Hare,by David Hare,by David Hare,<a href='/years/72_73/slag/'><img src='https://photos.smugmug.com/photos/i-vSr4Cjc/0/dc545657/128x162/i-vSr4Cjc-128x162.jpg' class='search-result-poster-thumb' alt='Slag poster' /></a>,19-23 February 1973,In House,Slag,show,New Theatre,1972-73
NA,NA,1973-02-24,/years/72_73/the_glass_menagerie/,Tennessee Williams,by Tennessee Williams,by Tennessee Williams,<a href='/years/72_73/the_glass_menagerie/'><img src='https://photos.smugmug.com/photos/i-hQPXWdb/0/908c8972/128x162/i-hQPXWdb-128x162.jpg' class='search-result-poster-thumb' alt='The Glass Menagerie poster' /></a>,24 February-1 March 1973,In House,The Glass Menagerie,show,New Theatre,1972-73
